company_name,category_code,company_id,finance_people,employee,company_age,milestones,revisions,techcrunch,competitors,competitors_acquired,offices,products,providers,avg_funding_rounds_investors,avg_funding,founders,succ_founders,founders_exp,acquired,investors,acquisitions,acquisitions_cost,investments,funding_rounds
"Granted Peace Services",consulting,c:103088,0,2,110,1,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OCLC,other,c:10309,1,21,602,3,0,0,13616,313,16,4,0,0,0,0,0,0,0,0,3,6577800,0,0
"PG Realty",software,c:10310,0,NULL,152,NULL,0,0,17921,1466,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tweegee,games_video,c:10311,0,4,116,3,0,0,7519,342,4,0,0,0,3000000,2,0,92,0,0,0,0,0,1
"I'm Broke Let's Deal",web,c:103118,0,1,74,1,0,0,15117,971,1,0,0,0,0,1,0,0,0,0,0,0,0,0
QUBESTREET,public_relations,c:10312,0,NULL,142,NULL,0,0,2845,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Visible Pixel",web,c:10313,0,1,123,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BringIt Sign Up Sheets",web,c:10314,0,NULL,116,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AnyCoupons,NULL,c:103145,0,NULL,0,NULL,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SoMoLend,finance,c:103155,0,4,76,1,0,0,1385,40,1,0,0,4,1079000,1,0,0,0,6,0,0,0,5
Debate.com,network_hosting,c:10317,0,2,121,NULL,0,0,2349,201,1,0,0,0,0,2,0,0,0,0,0,0,0,0
MegaContacts,other,c:10318,0,NULL,0,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brand Embassy",public_relations,c:103181,0,3,74,1,0,0,2845,215,2,0,0,0,0,3,0,0,0,0,1,NULL,0,0
Moonjee,ecommerce,c:10319,0,NULL,115,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hey, hey! gorgeous.",web,c:103200,0,4,73,2,0,0,15117,971,1,0,0,0,0,3,0,0,0,0,0,0,0,0
PlayerDuel,mobile,c:103204,0,2,80,1,0,0,6861,416,1,0,0,1,21189,2,0,164,0,2,0,0,0,2
AdEasy,advertising,c:103209,0,1,78,1,0,0,6097,312,3,0,0,0,0,1,0,140,0,0,0,0,0,0
"M/s Excellent Services",consulting,c:103216,0,NULL,217,NULL,0,0,5005,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crisp Thinking",software,c:10322,1,8,142,NULL,0,0,17921,1466,1,0,0,0,0,1,0,0,0,0,1,NULL,0,0
"Jenius Industries Inc.",NULL,c:10323,0,2,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guavus,analytics,c:103233,0,4,139,2,0,0,1021,39,1,1,0,3,16102563,1,0,0,0,7,1,NULL,0,5
"Matter of Fact Software",software,c:103236,0,NULL,115,NULL,0,0,17921,1466,0,2,0,0,0,0,0,0,0,0,0,0,0,0
chi.mp,network_hosting,c:10324,0,4,117,NULL,0,0,2349,201,1,0,0,0,0,3,0,368,0,0,0,0,0,0
"Max Bohr",consulting,c:103249,0,NULL,77,NULL,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BeTheBetterMan.com,web,c:10325,0,4,0,NULL,0,0,15117,971,3,1,0,0,0,4,0,224,0,0,0,0,0,0
WebBizIdeas,consulting,c:10326,0,2,164,NULL,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SM Onyomo Infotech",search,c:10329,0,2,110,NULL,0,0,2181,70,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Ubikorp Internet Services",NULL,c:103290,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skytrax,NULL,c:103291,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Routehappy,transportation,c:103292,0,8,80,NULL,0,0,488,7,1,0,0,3,917500,2,0,0,0,3,0,0,0,2
"Mindtricx Solutions Technologies",software,c:10330,0,NULL,138,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Telespree,software,c:10331,0,1,236,1,0,0,17921,1466,1,0,0,0,1000000,0,0,0,0,0,0,0,0,1
MyVocal,mobile,c:10332,0,NULL,128,NULL,0,0,6861,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Happy Inspector",mobile,c:103323,0,3,71,1,0,0,6861,416,2,0,0,2,895000,3,0,200,0,2,0,0,0,1
CELLTRADEin,mobile,c:103324,0,NULL,0,NULL,0,0,6861,416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFlip.com,web,c:103327,0,1,79,NULL,0,0,15117,971,2,0,0,0,0,1,0,272,0,0,0,0,0,0
Bloguzz,web,c:10333,0,3,128,NULL,0,0,15117,971,0,0,0,0,0,3,0,296,0,0,0,0,0,0
"Mighty Kingdom",games_video,c:103334,0,2,80,1,0,0,7519,342,1,0,0,0,0,1,0,200,0,0,0,0,0,0
"ROYALTON Luxury Car and Limousine Service",other,c:10334,0,NULL,0,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KitchMe,web,c:103343,0,4,77,1,0,0,15117,970,0,0,0,0,0,4,4,320,1,0,0,0,0,0
"Unified Software",web,c:10335,0,2,172,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"straberger conversations gmbh",NULL,c:103358,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Property Chat UK",other,c:10336,0,1,109,NULL,0,0,13616,313,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Abunga.com,ecommerce,c:10337,0,5,125,1,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Impulse Buy Network",NULL,c:103370,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,NULL,0,0,0,0,0,0
"Aventure Host",network_hosting,c:10338,0,9,176,NULL,0,0,2349,200,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FoundValue,web,c:103388,0,3,165,1,0,0,15117,971,0,0,0,1,2375000,1,0,320,0,1,0,0,0,2
LeBootCamp,web,c:103390,0,3,166,2,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lime Productions",web,c:10340,0,1,152,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaalry,NULL,c:103400,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global Link Language Services",other,c:103405,0,NULL,253,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepmall,ecommerce,c:10341,0,4,114,NULL,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timeline SEO, LLC.",NULL,c:103414,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PositiveTALK,web,c:103416,0,2,77,1,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Intera,software,c:10342,0,NULL,0,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2Big2Send,web,c:10343,0,2,126,NULL,0,0,15117,971,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"kmans beach",games_video,c:103430,0,2,114,1,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advia,advertising,c:103432,0,1,80,1,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plentyoads.com/,advertising,c:103433,0,NULL,77,NULL,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Aerospace Corporation",NULL,c:103447,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFT Tomatoes",NULL,c:10345,0,NULL,0,NULL,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pumpkynHead,education,c:103458,0,3,80,2,0,0,2900,33,2,1,0,0,0,1,0,NULL,0,0,0,0,0,0
ACCORD5,software,c:10346,0,4,124,1,0,0,17921,1466,0,1,0,0,0,0,0,0,0,0,2,NULL,0,0
TipMyBlog,web,c:10347,0,NULL,0,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludus,games_video,c:103470,0,2,73,1,0,0,7519,342,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"Storymix Media",photo_video,c:103477,0,NULL,73,1,0,0,543,12,1,2,0,0,77500,0,0,0,0,0,0,0,0,2
Trapeze,NULL,c:10348,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keyword Eye",software,c:103482,0,1,0,1,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speakermix,other,c:103483,0,NULL,80,1,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neighborhood Basketball Program",other,c:103486,0,NULL,176,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwimTopia,software,c:103487,0,3,80,2,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GroupCharger,web,c:103490,0,NULL,80,1,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JPEGmini,web,c:103499,0,NULL,0,1,0,0,15117,971,1,2,0,0,0,0,0,0,0,0,0,0,0,0
MSNBC,web,c:1035,0,16,260,4,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,2,NULL,0,0
"The M Agency",consulting,c:103507,0,NULL,75,NULL,0,0,5005,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webvanta,public_relations,c:10351,0,7,120,1,0,0,2845,215,1,0,0,1,420655,0,0,0,0,1,0,0,0,4
Vayersoft,games_video,c:10352,0,1,121,NULL,0,0,7519,342,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Green Bonds",NULL,c:103522,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rentals.com,search,c:10353,0,2,0,NULL,0,0,2181,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aventure Media",web,c:10354,0,5,176,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bassett Providentia",software,c:103545,0,NULL,80,NULL,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aventure Mail",advertising,c:10355,0,1,0,NULL,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TriVium Systems",software,c:103556,0,NULL,260,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciao,web,c:10356,0,2,224,2,0,0,15117,970,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Amrit Advanced Biotech",biotech,c:103561,0,2,126,1,0,0,4429,455,2,0,0,3,1080800,0,0,0,0,3,0,0,0,3
capecodrentalsvacation.com,NULL,c:103563,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cape Cod Rentals Vacation",advertising,c:103566,0,NULL,0,NULL,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great Scores",ecommerce,c:103567,0,2,176,1,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xat,web,c:10357,0,NULL,0,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aitito,web,c:10359,0,NULL,0,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testuff,web,c:1036,0,1,128,NULL,0,0,15117,971,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Beck Energy",cleantech,c:10360,0,NULL,188,NULL,0,0,1939,115,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"Online Appointment scheduler",software,c:103608,0,NULL,224,NULL,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
splaht!,web,c:10361,0,1,116,NULL,0,0,15117,971,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Project Amarillo",games_video,c:10362,0,NULL,146,NULL,0,0,7519,342,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maquetacion HTML",other,c:103620,0,NULL,72,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qpons,mobile,c:10363,0,NULL,110,NULL,0,0,6861,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Loud Crow",NULL,c:103640,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacciz,mobile,c:103641,0,1,104,NULL,0,0,6861,416,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Alefo Interactive",web,c:10365,0,1,142,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Susuh,advertising,c:10366,0,NULL,122,NULL,0,0,6097,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greek Property Exchange (GPE)",web,c:103677,0,1,92,NULL,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BouliBrand Marketing",consulting,c:103681,0,1,150,NULL,0,0,5005,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Social Gear",mobile,c:103683,0,1,73,1,0,0,6861,416,1,0,0,0,0,1,0,176,0,0,0,0,0,0
frankst0ned,web,c:10369,0,5,200,NULL,0,0,15117,971,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"Hydra-Electric Company",other,c:103690,0,2,836,NULL,0,0,13616,313,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"LiveProcess Corp.",software,c:103697,0,2,164,1,0,0,17921,1466,1,0,0,0,1616176,2,0,344,0,0,0,0,0,1
"Pretty Paper Invitations",web,c:103699,0,NULL,104,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Google Earth Blog",search,c:10370,0,NULL,146,NULL,0,0,2181,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utagoe,games_video,c:10371,0,1,200,2,0,0,7519,342,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ViewMyBrand,other,c:103719,0,NULL,104,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QT,other,c:10372,0,NULL,0,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coupons BC",web,c:103725,0,1,0,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORKCICLE,NULL,c:103738,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElectronicCigarettesFast.com,ecommerce,c:103741,0,NULL,86,NULL,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cauzoom,web,c:103743,0,1,77,1,0,0,15117,971,1,0,0,0,0,1,0,308,0,0,0,0,0,0
GoCodes,web,c:103751,0,2,79,1,0,0,15117,971,0,0,0,0,0,2,0,0,0,0,0,0,0,0
uSamp,web,c:10376,1,15,113,3,0,0,15117,971,4,5,0,2,7385000,0,0,0,0,4,1,NULL,0,4
Mightybell,software,c:103764,0,4,92,2,0,0,17921,1466,0,0,0,0,0,2,0,284,0,0,0,0,0,0
"HiPromos Limited",advertising,c:103767,0,NULL,96,NULL,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artandseek,other,c:10378,0,2,123,NULL,0,0,13616,313,2,0,0,0,50000,0,0,0,0,0,0,0,0,1
"Foresight Technologies",NULL,c:103787,0,1,0,NULL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luxenti (fka Cosmo Industrie)",other,c:10379,0,2,118,1,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aver Informatics",analytics,c:103791,0,2,87,1,0,0,1021,39,1,1,0,8,825000,0,0,0,0,20,0,0,0,3
"Rubicon Project",advertising,c:1038,0,29,124,5,0,0,6097,312,5,2,0,3,8571429,4,0,0,0,12,4,NULL,0,7
"Esagrafica Service Solutions",hardware,c:10380,0,NULL,0,NULL,0,0,2950,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kale Host",network_hosting,c:10381,0,1,143,1,0,0,2349,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AdStorm,NULL,c:103819,0,1,0,NULL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FameStart,other,c:103820,0,3,79,NULL,0,0,13616,313,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Everydiet.org,NULL,c:103822,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fatchicks.com,NULL,c:103823,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fitoodle,web,c:103824,0,1,76,1,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Daily Flat Rental",ecommerce,c:10384,0,1,116,NULL,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spirelike Interactive",web,c:10385,0,1,0,NULL,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Habanero Consulting Group",consulting,c:103853,0,2,260,NULL,0,0,5005,136,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trade Blinds",ecommerce,c:103855,0,NULL,389,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UDI System",search,c:103857,0,1,91,1,0,0,2181,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Libertas Academica",web,c:10386,0,1,164,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HILTI,other,c:10387,0,1,0,2,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TownConnect,other,c:10388,0,1,133,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Japan Produkt",ecommerce,c:103885,0,1,74,1,0,0,9064,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Blank Canvas Studios",web,c:10389,0,NULL,121,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nurun,public_relations,c:103892,0,4,0,1,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0
cheapbatteryshop.com.au,hardware,c:103898,0,NULL,0,NULL,0,0,2950,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zolve,network_hosting,c:1039,0,NULL,128,2,0,0,2349,201,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"DAILY FUND",NULL,c:103901,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Weight Wins",medical,c:103903,0,1,116,NULL,0,0,1152,16,1,0,0,0,952578,1,0,0,0,0,0,0,0,1
"Go Designs",web,c:103905,0,NULL,80,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dissertationcapital good",web,c:103910,0,NULL,0,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intela,advertising,c:10392,0,4,139,4,0,0,6097,311,2,0,0,2,6625000,0,0,0,1,3,0,0,0,2
etteGo,security,c:103920,0,NULL,0,NULL,0,0,1170,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centiv Services",NULL,c:103924,0,NULL,200,NULL,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Spare Change Payments",web,c:10393,0,3,116,1,0,0,15117,970,1,0,0,0,509412,3,3,NULL,1,0,0,0,0,1
Kimola,search,c:103933,0,1,70,NULL,0,0,2181,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"AppAware - 42matters",social,c:103935,0,4,0,2,0,0,1309,27,1,0,0,1,NULL,2,0,200,0,1,0,0,0,1
"Farma Holding",NULL,c:103939,0,NULL,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambu,web,c:103948,0,1,73,1,0,0,15117,971,1,0,0,0,0,1,0,92,0,0,0,0,0,0
Youpark.com,software,c:10395,0,3,137,NULL,0,0,17921,1466,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Meta Watch",NULL,c:103957,0,NULL,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NYX Interactive",games_video,c:10396,0,4,140,NULL,0,0,7519,342,1,0,0,1,7385500,0,0,0,0,1,0,0,0,1
"The Business Enhancement Business",other,c:103965,0,2,76,1,0,0,13616,313,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mobile Tulip",mobile,c:103973,0,1,80,1,0,0,6861,416,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fence Workshop",other,c:103974,0,NULL,0,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picateers,web,c:10398,0,10,152,1,0,0,15117,971,1,0,0,1,6050000,2,0,380,0,1,0,0,0,2
Prayter,web,c:103980,0,NULL,72,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wurdzl,games_video,c:103981,0,1,72,1,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"genius loci travel",other,c:103987,0,NULL,195,NULL,0,0,13616,313,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"SailPoint Technologies",enterprise,c:10399,0,10,141,1,0,0,4440,409,1,0,0,4,6457727,0,0,0,0,4,0,0,0,4
"Split An Atom",software,c:103994,0,2,73,1,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clikyz,NULL,c:103995,0,2,105,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indywood Films",NULL,c:103996,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Previous Magazine",games_video,c:103997,0,4,80,1,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steorn,web,c:104,0,5,212,3,0,0,15117,971,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MeisterLabs,web,c:10400,0,4,127,3,0,0,15117,971,2,3,0,0,NULL,2,0,0,0,0,0,0,0,1
"Shirish Productions",software,c:104004,0,1,89,1,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"APS Security",security,c:104010,0,1,224,NULL,0,0,1170,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Winestyr,web,c:104013,0,5,82,2,0,0,15117,971,1,0,0,0,NULL,2,0,212,0,0,0,0,0,1
Silverstreet,mobile,c:104015,1,6,224,2,0,0,6861,416,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMS Marketing",software,c:104016,0,2,76,1,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moozey,mobile,c:10402,0,2,113,NULL,0,0,6861,416,1,0,0,0,109018,2,0,140,0,0,0,0,0,1
Kynetic,NULL,c:104020,2,7,72,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,NULL,0,0
Twitly,NULL,c:10403,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Racktop Systems",network_hosting,c:104032,0,3,0,NULL,0,0,2349,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sukin Development",NULL,c:104036,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GreenLogic India Tecnologies",advertising,c:10404,0,NULL,0,NULL,0,0,6097,312,1,3,0,0,0,0,0,0,0,0,0,0,0,0
BusinessHut,consulting,c:104045,0,NULL,140,NULL,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weekenture,ecommerce,c:104048,0,1,72,NULL,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CoreCreations?,advertising,c:10405,0,NULL,116,NULL,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Expert Medical Navigation",medical,c:104057,0,3,94,2,0,0,1152,16,1,0,0,0,NULL,1,0,NULL,0,0,0,0,0,1
"Vanilya Club",web,c:104059,0,1,77,1,0,0,15117,971,1,0,0,0,0,1,0,164,0,0,0,0,0,0
"Sircle Advertising",NULL,c:104062,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Socure,security,c:104068,0,7,60,2,0,0,1170,127,1,0,0,0,1700000,3,0,332,0,0,0,0,0,1
Linkua,games_video,c:10407,0,NULL,127,NULL,0,0,7519,342,1,0,0,0,NULL,0,0,0,0,0,0,0,0,1
EverySpot,other,c:104071,0,2,90,1,0,0,13616,313,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Orbex Solutions",public_relations,c:104074,0,NULL,0,NULL,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cortacontas,ecommerce,c:104078,0,NULL,0,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eBehavior,ecommerce,c:104079,0,NULL,0,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexuar Communications",software,c:10408,0,NULL,149,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PagosOnLine,ecommerce,c:104081,0,NULL,0,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DineroMail,ecommerce,c:104083,0,1,0,1,0,0,9064,271,0,0,0,0,0,1,0,248,0,0,0,0,0,0
Printspal,ecommerce,c:104084,0,NULL,0,NULL,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PistaCerta,ecommerce,c:104086,0,NULL,0,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confiômetro,ecommerce,c:104087,0,NULL,0,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2pad,games_video,c:10409,0,4,132,1,0,0,7519,342,1,0,0,0,0,3,0,0,0,0,0,0,0,0
CastTHAT,public_relations,c:104090,0,NULL,104,1,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitcasa,enterprise,c:104093,0,5,80,2,0,0,4440,409,1,0,0,3,6500000,3,0,260,0,7,0,0,0,4
RecipeMatcher,web,c:1041,0,1,119,1,0,0,15117,971,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Oh!STUDIO Media Solutions",consulting,c:10410,0,3,122,NULL,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
www.bluenile.com,NULL,c:104101,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.ice.com,NULL,c:104102,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Divas Diamond",ecommerce,c:104103,0,3,76,1,0,0,9064,271,1,0,0,0,900000,3,0,0,0,0,0,0,0,1
"Far End Gear",hardware,c:104104,0,NULL,0,NULL,0,0,2950,200,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SporeStory,games_video,c:104118,0,1,73,1,0,0,7519,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Better Voicemail",mobile,c:104119,0,3,74,NULL,0,0,6861,416,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"Carribean International trading",public_relations,c:10412,0,NULL,189,NULL,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Focus on Mexico",NULL,c:104121,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Retire in Mexico",consulting,c:104122,0,NULL,92,NULL,0,0,5005,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
