acquiring_object_id,acquired_object_id,price_amount,AUD,CAD,EUR,GBP,JPY,SEK,USD,cash,cash_and_stock,stock,acquiring_time_since_founded
c:31433,c:31432,42000000,0,0,0,0,0,0,1,0,0,0,[7239.]
c:19410,c:35007,130000000,0,0,0,0,0,0,1,0,0,0,[7242.]
c:20712,c:30046,9400000,0,0,0,0,0,0,1,0,1,0,[7253.]
c:17218,c:29786,26600000,0,0,0,0,0,0,1,0,0,0,[7261.]
c:17124,c:17527,75000000,0,0,0,0,0,0,1,0,0,0,[7265.]
c:37662,c:139713,453000000,0,0,0,0,0,0,1,1,0,0,[7285.]
c:14900,c:37686,26000000,0,0,0,0,0,0,1,0,0,0,[7287.]
c:33859,c:55141,46000000,0,0,0,0,0,0,1,0,1,0,[7289.]
c:29311,c:29313,66480000,0,0,0,0,0,0,1,1,0,0,[7296.]
c:246335,c:257918,21345,0,0,0,0,0,0,1,1,0,0,[7305.]
c:246335,c:257919,21345,0,0,0,0,0,0,1,1,0,0,[7313.]
c:39172,c:146951,160000000,0,0,0,0,0,0,1,0,1,0,[7317.]
c:3754,c:4636,4750000,0,0,0,0,0,0,1,0,0,1,[7326.]
c:32165,c:32167,215000000,0,0,0,0,0,0,1,0,0,0,[7361.]
c:4687,c:106,169000000,0,0,0,0,0,0,1,0,1,0,[7363.]
c:14236,c:17847,350000000,0,0,0,0,0,0,1,1,0,0,[7363.]
c:5473,c:32496,300000000,0,0,0,0,0,0,1,1,0,0,[7371.]
c:351,c:1921,30000000,0,0,0,0,0,0,1,0,0,0,[7377.]
c:17124,c:16189,313000000,0,0,0,0,0,0,1,0,0,0,[7384.]
c:15793,c:73269,55000000,0,0,0,0,0,0,1,0,1,0,[7401.]
c:246335,c:257917,12567,0,0,0,0,0,0,1,1,0,0,[7408.]
c:25775,c:51162,22000000,0,0,0,0,0,0,1,0,0,1,[7423.]
c:622,c:24172,372000000,0,0,0,0,0,0,1,0,1,0,[7425.]
c:24888,c:23978,185000000,0,0,0,0,0,0,1,0,0,0,[7439.]
c:46298,c:48522,280000000,0,0,0,0,0,0,1,1,0,0,[7448.]
c:246335,c:257984,10000,0,0,0,0,0,0,1,1,0,0,[7450.]
c:227620,c:227622,5200000,0,0,0,0,0,0,1,0,0,0,[7457.]
c:28336,c:28335,24750000,0,0,0,0,0,0,1,0,0,1,[7495.]
c:3320,c:62012,135000000,0,0,0,0,0,0,1,1,0,0,[7517.]
c:244974,c:244981,60000000,0,0,0,0,0,0,1,0,0,0,[7521.]
c:17124,c:24879,3700000000,0,0,0,0,0,0,1,0,1,0,[7559.]
c:5473,c:35996,22500000,0,0,0,0,0,0,1,0,0,1,[7566.]
c:31060,c:57654,60000000,0,0,0,0,0,0,1,0,1,0,[7574.]
c:156814,c:156813,6830000,0,0,0,1,0,0,0,0,1,0,[7577.]
c:593,c:64887,23000000,0,0,0,0,0,0,1,0,0,0,[7609.]
c:227620,c:281981,12500000,0,0,0,0,0,0,1,0,0,0,[7633.]
c:14236,c:7946,46000000,0,0,0,0,0,0,1,0,0,0,[7633.]
c:37580,c:37587,307000000,0,0,0,0,0,0,1,0,0,0,[7646.]
c:227620,c:286176,52400000,0,0,0,0,0,0,1,1,0,0,[7650.]
c:13112,c:38254,93300000,0,0,0,0,0,0,1,1,0,0,[7659.]
c:323,c:26732,56000000,0,0,0,0,0,0,1,1,0,0,[7674.]
c:27322,c:31102,57000000,0,0,0,0,0,0,1,0,0,0,[7679.]
c:246335,c:258069,1299,0,0,0,0,0,0,1,1,0,0,[7681.]
c:14236,c:28768,2000000,0,0,0,0,0,0,1,0,0,0,[7688.]
c:40422,c:40423,27000000,0,0,0,0,0,0,1,0,0,0,[7689.]
c:14236,c:18058,465000000,0,0,0,0,0,0,1,0,0,0,[7709.]
c:102577,c:102575,1100000,0,0,0,0,0,0,1,0,1,0,[7711.]
c:246335,c:258020,10000,0,0,0,0,0,0,1,1,0,0,[7712.]
c:17124,c:48716,3700000000,0,0,0,0,0,0,1,0,0,0,[7717.]
c:30553,c:17863,1200000000,0,0,0,0,0,0,1,0,0,1,[7733.]
c:32494,c:40423,270000000,0,0,0,0,0,0,1,0,0,0,[7735.]
c:246335,c:257964,2500,0,0,0,0,0,0,1,1,0,0,[7738.]
c:246335,c:258066,5000,0,0,0,0,0,0,1,1,0,0,[7739.]
c:17124,c:16874,230000000,0,0,0,0,0,0,1,0,0,0,[7750.]
c:351,c:366,40000000,0,0,0,0,0,0,1,0,1,0,[7752.]
c:28,c:26710,450000000,0,0,0,0,0,0,1,0,0,1,[7752.]
c:246335,c:258038,2500,0,0,0,0,0,0,1,1,0,0,[7777.]
c:13228,c:1224,15500000,0,0,0,0,0,0,1,0,1,0,[7784.]
c:4804,c:522,6000000,0,0,0,0,0,0,1,0,0,0,[7789.]
c:24,c:132,280000000,0,0,0,0,0,0,1,1,0,0,[7790.]
c:24,c:347,5000000,0,0,0,0,0,0,1,1,0,0,[7790.]
c:26914,c:26913,6030000,0,0,0,0,0,0,1,0,0,0,[7792.]
c:13450,c:44876,443000000,0,0,0,0,0,0,1,0,0,0,[7819.]
c:25775,c:25771,51000000,0,0,0,0,0,0,1,0,0,0,[7822.]
c:14900,c:78633,342500000,0,0,0,0,0,0,1,0,1,0,[7826.]
c:13450,c:25737,1150000000,0,0,0,0,0,0,1,0,0,0,[7831.]
c:31716,c:31715,300000000,0,0,0,0,0,0,1,0,0,0,[7837.]
c:3167,c:382,160000000,0,0,0,0,0,0,1,1,0,0,[7841.]
c:32542,c:16157,34200000,0,0,0,0,0,0,1,0,0,0,[7854.]
c:5548,c:2195,1100000000,0,0,0,0,0,0,1,1,0,0,[7864.]
c:27488,c:27487,38750000,0,0,0,0,0,0,1,1,0,0,[7866.]
c:28279,c:241520,22500000,0,0,0,0,0,0,1,0,0,0,[7876.]
c:37662,c:68182,535000000,0,0,0,0,0,0,1,0,0,0,[7881.]
c:37662,c:212510,707000000,0,0,0,0,0,0,1,0,0,0,[7881.]
c:26050,c:12192,1740000000,0,0,0,0,0,0,1,0,0,0,[7882.]
c:28387,c:28386,21650000,0,0,0,0,0,0,1,0,0,0,[7886.]
c:30435,c:30434,52000000,0,0,0,0,0,0,1,0,0,0,[7902.]
c:13450,c:46255,500000000,0,0,0,0,0,0,1,0,0,0,[7908.]
c:67413,c:102498,26000000,0,0,0,1,0,0,0,1,0,0,[7920.]
c:22932,c:57747,350000000,0,0,0,0,0,0,1,1,0,0,[7932.]
c:31441,c:31437,72510000,0,0,0,0,0,0,1,0,0,0,[7937.]
c:24,c:1059,20000000,0,0,0,0,0,0,1,1,0,0,[7943.]
c:32542,c:34063,33000000,0,0,0,0,0,0,1,0,1,0,[7944.]
c:14236,c:42668,47000000,0,0,0,0,0,0,1,1,0,0,[7945.]
c:29208,c:29210,42380000,0,0,0,0,0,0,1,0,0,0,[7957.]
c:13450,c:218593,440000000,0,0,0,0,0,0,1,0,0,0,[7958.]
c:16617,c:16616,10000000,0,0,0,0,0,0,1,0,0,0,[7965.]
c:35825,c:35824,493000000,0,0,0,0,0,0,1,0,0,0,[7979.]
c:14008,c:41358,33000000,0,0,0,0,0,0,1,0,0,0,[7985.]
c:16896,c:281376,21000000,0,0,0,0,0,0,1,0,0,0,[7995.]
c:14236,c:12285,140000000,0,0,0,0,0,0,1,1,0,0,[8021.]
c:38038,c:38039,33000000,0,0,0,0,0,0,1,0,0,1,[8022.]
c:246335,c:258027,21000,0,0,0,0,0,0,1,1,0,0,[8049.]
c:14008,c:60338,1170000000,0,0,0,0,0,0,1,0,1,0,[8066.]
c:14900,c:26553,35000000,0,0,0,0,0,0,1,1,0,0,[8071.]
c:246335,c:257957,12765,0,0,0,0,0,0,1,1,0,0,[8075.]
c:29411,c:189866,13500000,0,0,0,0,0,0,1,1,0,0,[8095.]
c:25,c:2332,10000000000,0,0,0,0,0,0,1,0,1,0,[8095.]
c:351,c:648,275000000,0,0,0,0,0,0,1,1,0,0,[8096.]
c:31446,c:72453,48000000,0,0,0,0,0,0,1,0,0,0,[8123.]
c:29030,c:50973,72000000,0,0,0,0,0,0,1,0,0,0,[8130.]
c:1354,c:1353,250000000,0,0,0,0,0,0,1,1,0,0,[8141.]
c:26953,c:26952,28000000,0,0,0,0,0,0,1,0,0,0,[8157.]
c:3320,c:26330,370000000,0,0,0,0,0,0,1,1,0,0,[8159.]
c:47461,c:47462,1000000000,0,0,0,0,0,0,1,0,0,0,[8160.]
c:246335,c:257962,10000,0,0,0,0,0,0,1,1,0,0,[8164.]
c:21241,c:210611,136000000,0,0,0,0,0,0,1,0,0,0,[8169.]
c:24,c:1444,1800000000,0,0,0,0,0,0,1,1,0,0,[8170.]
c:246335,c:257949,23432,0,0,0,0,0,0,1,1,0,0,[8172.]
c:39178,c:26460,60000000,0,0,0,0,0,0,1,0,0,0,[8177.]
c:23339,c:32128,420000000,0,0,0,0,0,0,1,1,0,0,[8190.]
c:12103,c:31965,105000000,0,0,0,0,0,0,1,0,0,0,[8198.]
c:34674,c:50126,72000000,0,0,0,0,0,0,1,0,0,0,[8199.]
c:246335,c:258039,2500,0,0,0,0,0,0,1,1,0,0,[8200.]
c:351,c:1214,363000000,0,0,0,0,0,0,1,1,0,0,[8202.]
c:50976,c:50977,71700000,0,0,0,0,0,0,1,0,0,0,[8204.]
c:28,c:22291,28000000,0,0,0,0,0,0,1,1,0,0,[8214.]
c:28859,c:28858,1250000,0,0,0,0,0,0,1,0,0,0,[8214.]
c:3320,c:10421,28000000,0,0,0,0,0,0,1,1,0,0,[8217.]
c:31875,c:31874,135430000,0,0,0,0,0,0,1,0,0,0,[8217.]
c:64747,c:42223,350000000,0,0,0,0,0,0,1,1,0,0,[8218.]
c:223792,c:220208,26000000000,0,0,0,0,0,0,1,0,0,0,[8218.]
c:246335,c:257920,12654,0,0,0,0,0,0,1,1,0,0,[8224.]
c:18058,c:18057,273600000,0,0,0,0,0,0,1,0,1,0,[8228.]
c:10475,c:27142,400000000,0,0,0,0,0,0,1,0,0,0,[8231.]
c:10475,c:58646,310000000,0,0,0,0,0,0,1,1,0,0,[8231.]
c:29411,c:2953,47500000,0,0,0,0,0,0,1,0,0,0,[8247.]
c:3167,c:533,200000000,0,0,0,0,0,0,1,0,0,0,[8248.]
c:67716,c:45126,3000000000,0,0,0,0,0,0,1,1,0,0,[8261.]
c:29567,c:238128,50000000,0,0,0,0,0,0,1,0,0,0,[8279.]
c:276633,c:44529,1750000000,0,0,0,0,0,0,1,0,0,0,[8281.]
c:351,c:3257,125000000,0,0,0,0,0,0,1,1,0,0,[8288.]
c:7120,c:29583,74000000,0,0,0,0,0,0,1,0,0,0,[8295.]
c:28417,c:28416,17760000,0,0,0,0,0,0,1,0,0,0,[8308.]
c:13228,c:20672,1400000,0,0,0,0,0,0,1,1,0,0,[8315.]
c:12185,c:32165,6200000000,0,0,0,0,0,0,1,0,1,0,[8329.]
c:351,c:142,850000000,0,0,0,0,0,0,1,1,0,0,[8329.]
c:351,c:105,25000000,0,0,0,0,0,0,1,0,0,0,[8348.]
c:28848,c:28847,270000,0,0,0,0,0,0,1,0,0,0,[8349.]
c:323,c:17660,210000000,0,0,0,0,0,0,1,1,0,0,[8352.]
c:283,c:3864,3400000000,0,0,0,0,0,0,1,0,0,1,[8403.]
c:28,c:6012,830000000,0,0,0,0,0,0,1,0,1,0,[8404.]
c:246335,c:258026,1659,0,0,0,0,0,0,1,1,0,0,[8437.]
c:246335,c:258050,1200,0,0,0,0,0,0,1,1,0,0,[8439.]
c:246335,c:257955,2345,0,0,0,0,0,0,1,1,0,0,[8440.]
c:246335,c:257958,10000,0,0,0,0,0,0,1,1,0,0,[8441.]
c:246335,c:258072,1000,0,0,0,0,0,0,1,1,0,0,[8441.]
c:15850,c:26639,720000000,0,0,0,0,0,0,1,0,0,0,[8443.]
c:246335,c:258061,10000,0,0,0,0,0,0,1,1,0,0,[8468.]
c:246335,c:258018,3200,0,0,0,0,0,0,1,1,0,0,[8469.]
c:323,c:22293,32000000,0,0,0,0,0,0,1,1,0,0,[8470.]
c:246335,c:258040,1200,0,0,0,0,0,0,1,1,0,0,[8470.]
c:39638,c:39953,8500000,0,0,0,0,0,0,1,0,0,0,[8471.]
c:28,c:9532,2900000000,0,0,0,0,0,0,1,1,0,0,[8474.]
c:246335,c:258053,1289,0,0,0,0,0,0,1,1,0,0,[8480.]
c:246335,c:257956,5434,0,0,0,0,0,0,1,1,0,0,[8500.]
c:246335,c:258037,5000,0,0,0,0,0,0,1,1,0,0,[8506.]
c:17218,c:55715,43600000,0,0,0,0,0,0,1,0,0,0,[8510.]
c:4967,c:26950,25000000,0,0,0,0,0,0,1,0,0,0,[8522.]
c:246335,c:258051,1200,0,0,0,0,0,0,1,1,0,0,[8526.]
c:42408,c:48864,22000000,0,0,0,0,0,0,1,0,0,0,[8528.]
c:3275,c:19234,327000000,0,0,0,0,0,0,1,1,0,0,[8536.]
c:19688,c:44804,6500000,0,0,0,0,0,0,1,0,0,0,[8537.]
c:479,c:50375,387000000,0,0,0,0,0,0,1,0,0,0,[8548.]
c:4804,c:2644,323000000,0,0,0,0,0,0,1,0,1,0,[8553.]
c:12185,c:31617,567370000,0,0,0,0,0,0,1,0,0,0,[8559.]
c:50410,c:50411,120000000,0,0,0,0,0,0,1,0,0,0,[8576.]
c:163437,c:17482,100000000,0,0,0,0,0,0,1,0,0,0,[8584.]
c:102577,c:102574,5000000,0,0,0,1,0,0,0,0,1,0,[8607.]
c:30433,c:30426,50100000,0,0,0,0,0,0,1,0,0,0,[8618.]
c:246335,c:257921,12765,0,0,0,0,0,0,1,1,0,0,[8629.]
c:46298,c:224622,72000000,0,0,0,0,0,0,1,0,0,0,[8632.]
c:19531,c:1547,80000000,0,0,0,0,0,0,1,0,1,0,[8644.]
c:2537,c:15854,60000000,0,0,0,0,0,0,1,0,0,0,[8657.]
c:39269,c:19877,12800000,0,0,0,0,0,0,1,0,1,0,[8665.]
c:1242,c:207923,400000000,0,0,0,0,0,0,1,0,0,0,[8672.]
c:33731,c:15996,568000000,0,0,0,0,0,0,1,0,1,0,[8674.]
c:23339,c:31832,380000000,0,0,0,0,0,0,1,1,0,0,[8675.]
c:46298,c:269945,54000000,0,0,0,0,0,0,1,0,0,0,[8677.]
c:246335,c:257995,5000,0,0,0,0,0,0,1,1,0,0,[8694.]
c:28,c:47848,330000000,0,0,0,0,0,0,1,0,1,0,[8696.]
c:28,c:11216,100000000,0,0,0,0,0,0,1,1,0,0,[8705.]
c:219391,c:276941,985000000,0,0,0,0,0,0,1,0,0,0,[8708.]
c:2602,c:8022,1400000000,0,0,0,0,0,0,1,1,0,0,[8709.]
c:28922,c:280608,150000000,0,0,0,0,0,0,1,0,0,0,[8723.]
c:25770,c:18689,22000000,0,0,0,0,0,0,1,0,0,0,[8727.]
c:6765,c:29336,10000000,0,0,0,0,0,0,1,0,0,0,[8727.]
c:851,c:850,673600000,0,0,0,0,0,0,1,1,0,0,[8735.]
c:2537,c:6796,1350000000,0,0,0,0,0,0,1,1,0,0,[8735.]
c:29915,c:63203,150000000,0,0,0,0,0,0,1,0,0,0,[8735.]
c:37095,c:37096,30000000,0,0,0,0,0,0,1,1,0,0,[8741.]
c:50410,c:64495,225000000,0,0,0,0,0,0,1,1,0,0,[8754.]
c:246335,c:257986,11000,0,0,0,0,0,0,1,1,0,0,[8760.]
c:246335,c:258045,1200,0,0,0,0,0,0,1,1,0,0,[8766.]
c:246335,c:258011,24900,0,0,0,0,0,0,1,1,0,0,[8766.]
c:246335,c:258046,1200,0,0,0,0,0,0,1,1,0,0,[8768.]
c:246335,c:258047,25000,0,0,0,0,0,0,1,1,0,0,[8773.]
c:31875,c:52273,19000000,0,0,0,0,0,0,1,0,0,0,[8777.]
c:351,c:264,10000000,0,0,0,0,0,0,1,0,0,0,[8784.]
c:351,c:19658,7000000,0,0,0,0,0,0,1,0,0,0,[8784.]
c:323,c:21285,65000000,0,0,0,0,0,0,1,0,0,0,[8785.]
c:31441,c:67221,31200000,0,0,0,0,0,0,1,1,0,0,[8792.]
c:47461,c:148188,3900000000,0,0,0,0,0,0,1,0,0,0,[8795.]
c:246335,c:258014,2798,0,0,0,0,0,0,1,1,0,0,[8797.]
c:246335,c:257935,12546,0,0,0,0,0,0,1,1,0,0,[8799.]
c:246335,c:257937,23432,0,0,0,0,0,0,1,0,1,0,[8804.]
c:246335,c:257967,5000,0,0,0,0,0,0,1,1,0,0,[8806.]
c:2602,c:2603,155000000,0,0,0,0,0,0,1,0,0,0,[8809.]
c:246335,c:257936,13234,0,0,0,0,0,0,1,1,0,0,[8809.]
c:50410,c:26729,375000000,0,0,0,0,0,0,1,0,1,0,[8818.]
c:5548,c:629,2400000000,0,0,0,0,0,0,1,1,0,0,[8821.]
c:32989,c:32988,552000,0,0,0,0,0,0,1,0,0,0,[8824.]
c:246335,c:258025,10000,0,0,0,0,0,0,1,1,0,0,[8831.]
c:246335,c:258055,1200,0,0,0,0,0,0,1,1,0,0,[8836.]
c:53889,c:71126,265000000,0,0,0,0,0,0,1,0,0,0,[8838.]
c:49848,c:49849,6500000,0,0,0,0,0,0,1,1,0,0,[8841.]
c:246335,c:258042,1200,0,0,0,0,0,0,1,1,0,0,[8842.]
c:25780,c:25778,14500000,0,0,0,0,0,0,1,1,0,0,[8858.]
c:246335,c:258052,1200,0,0,0,0,0,0,1,1,0,0,[8862.]
c:246335,c:258065,2100,0,0,0,0,0,0,1,1,0,0,[8863.]
c:246335,c:258060,1900,0,0,0,0,0,0,1,1,0,0,[8864.]
c:246335,c:258024,10000,0,0,0,0,0,0,1,1,0,0,[8868.]
c:246335,c:258023,12900,0,0,0,0,0,0,1,1,0,0,[8874.]
c:246335,c:258071,6700,0,0,0,0,0,0,1,1,0,0,[8877.]
c:29915,c:60344,44700000,0,0,0,0,0,0,1,0,1,0,[8879.]
c:102577,c:102573,4000000,0,0,0,0,0,0,1,0,1,0,[8884.]
c:246335,c:258049,12000,0,0,0,0,0,0,1,1,0,0,[8893.]
c:246335,c:258057,1200,0,0,0,0,0,0,1,1,0,0,[8894.]
c:246335,c:258058,19000,0,0,0,0,0,0,1,1,0,0,[8896.]
c:246335,c:257987,15000,0,0,0,0,0,0,1,0,1,0,[8904.]
c:32020,c:32021,36700000,0,0,0,0,0,0,1,1,0,0,[8910.]
c:12102,c:48922,71000000,0,0,0,0,0,0,1,0,1,0,[8912.]
c:33731,c:51121,20000000,0,0,0,0,0,0,1,0,0,0,[8921.]
c:42408,c:50908,315000000,0,0,0,0,0,0,1,0,0,0,[8926.]
c:25770,c:22989,35000000,0,0,0,0,0,0,1,0,0,0,[8926.]
c:28,c:30526,120000000,0,0,0,0,0,0,1,0,0,0,[8969.]
c:31597,c:31596,21650000,0,0,0,0,0,0,1,1,0,0,[8972.]
c:28285,c:28618,4930000,0,0,0,0,0,0,1,0,0,0,[8989.]
c:4967,c:30924,28000000,0,0,0,0,0,0,1,1,0,0,[9002.]
c:28,c:10197,215000000,0,0,0,0,0,0,1,0,0,0,[9005.]
c:16106,c:16105,10000000,0,0,0,0,0,0,1,1,0,0,[9005.]
c:18058,c:28413,20000000,0,0,0,0,0,0,1,0,0,0,[9005.]
c:351,c:10158,36500000,0,0,0,0,0,0,1,0,1,0,[9012.]
c:5182,c:15175,33000000,0,0,0,0,0,0,1,1,0,0,[9015.]
c:595,c:594,200000000,0,0,0,0,0,0,1,1,0,0,[9040.]
c:269082,c:269084,1100000000,0,0,0,0,0,0,1,0,0,0,[9040.]
c:29233,c:29234,6230000,0,0,0,0,0,0,1,0,0,0,[9040.]
c:28285,c:11887,19000000,0,0,0,0,0,0,1,0,0,0,[9042.]
c:67716,c:270237,600000000,0,0,0,0,0,0,1,1,0,0,[9045.]
c:55913,c:8718,52000000,0,0,0,0,0,0,1,0,1,0,[9048.]
c:246335,c:257989,10000,0,0,0,0,0,0,1,1,0,0,[9053.]
c:29356,c:29357,14000000,0,0,0,0,0,0,1,1,0,0,[9059.]
c:36947,c:36948,20000000,0,0,0,0,0,0,1,0,1,0,[9103.]
c:37684,c:37685,20000000,0,0,0,0,0,0,1,0,1,0,[9114.]
c:28285,c:29256,20820000,0,0,0,0,0,0,1,0,0,0,[9117.]
c:2537,c:3535,170000000,0,0,0,0,0,0,1,0,0,0,[9131.]
c:966,c:5990,635000000,0,0,0,0,0,0,1,0,0,0,[9139.]
c:246335,c:257960,131456,0,0,0,0,0,0,1,1,0,0,[9139.]
c:246335,c:257990,1000,0,0,0,0,0,0,1,1,0,0,[9141.]
c:246335,c:258041,1200,0,0,0,0,0,0,1,1,0,0,[9142.]
c:15850,c:37547,142000000,0,0,0,0,0,0,1,0,0,0,[9151.]
c:246335,c:258019,1200,0,0,0,0,0,0,1,1,0,0,[9164.]
c:246335,c:258056,1200,0,0,0,0,0,0,1,1,0,0,[9165.]
c:246335,c:258043,1659,0,0,0,0,0,0,1,1,0,0,[9170.]
c:246335,c:257988,2500,0,0,0,0,0,0,1,1,0,0,[9170.]
c:246335,c:258048,1200,0,0,0,0,0,0,1,1,0,0,[9174.]
c:25770,c:68760,60000000,0,0,0,0,0,0,1,1,0,0,[9176.]
c:40866,c:69489,30000000,0,0,0,0,0,0,1,0,0,0,[9183.]
c:18127,c:57165,380000000,0,0,0,0,0,0,1,1,0,0,[9201.]
c:246335,c:258022,2100,0,0,0,0,0,0,1,1,0,0,[9202.]
c:246335,c:257991,1000,0,0,0,0,0,0,1,1,0,0,[9203.]
c:28,c:3991,590000000,0,0,0,0,0,0,1,0,0,1,[9209.]
c:246335,c:258067,21456,0,0,0,0,0,0,1,1,0,0,[9224.]
c:246335,c:258068,12000,0,0,0,0,0,0,1,1,0,0,[9227.]
c:29208,c:154773,20000000,0,0,0,0,0,0,1,1,0,0,[9232.]
c:2175,c:2822,330000000,0,0,0,0,0,0,1,0,0,0,[9256.]
c:351,c:835,65000000,0,0,0,0,0,0,1,1,0,0,[9258.]
c:5471,c:515,31500000,0,0,1,0,0,0,0,1,0,0,[9267.]
c:28,c:26361,105000000,0,0,0,0,0,0,1,1,0,0,[9271.]
c:26919,c:26918,7350000,0,0,0,0,0,0,1,0,0,0,[9291.]
c:148258,c:54077,403000000,0,0,0,0,0,0,1,0,0,1,[9301.]
c:4967,c:39139,23000000,0,0,0,0,0,0,1,0,1,0,[9303.]
c:246335,c:258044,2100,0,0,0,0,0,0,1,1,0,0,[9305.]
c:3275,c:234223,307000000,0,0,0,0,0,0,1,0,0,0,[9314.]
c:5471,c:28633,900000000,0,0,0,0,0,0,1,0,0,0,[9315.]
c:227,c:39791,343200000,0,0,0,0,0,0,1,0,0,0,[9338.]
c:351,c:38337,35000000,0,0,0,0,0,0,1,1,0,0,[9341.]
c:3754,c:9087,23000000,0,0,0,0,0,0,1,1,0,0,[9343.]
c:4053,c:28106,70000000,0,0,0,0,0,0,1,0,1,0,[9375.]
c:351,c:1388,315000000,0,0,0,0,0,0,1,0,0,0,[9390.]
c:25770,c:42784,80000000,0,0,0,0,0,0,1,1,0,0,[9392.]
c:2602,c:32183,3900000000,0,0,0,0,0,0,1,1,0,0,[9395.]
c:246335,c:257985,5000,0,0,0,0,0,0,1,1,0,0,[9397.]
c:14236,c:206909,389000000,0,0,0,0,0,0,1,0,0,0,[9397.]
c:34650,c:23911,200000000,0,0,0,0,0,0,1,0,1,0,[9405.]
c:28,c:32156,3400000000,0,0,0,0,0,0,1,0,0,0,[9405.]
c:2989,c:17484,20000000,0,0,0,0,0,0,1,0,0,0,[9422.]
c:28,c:34618,183000000,0,0,0,0,0,0,1,0,0,0,[9431.]
c:246335,c:257997,12000,0,0,0,0,0,0,1,1,0,0,[9432.]
c:28,c:55223,44500000,0,0,0,0,0,0,1,1,0,0,[9437.]
c:3320,c:14854,350000000,0,0,0,0,0,0,1,1,0,0,[9439.]
c:32390,c:32389,3580000,0,0,0,0,0,0,1,0,0,0,[9442.]
c:5548,c:12519,458000000,0,0,0,0,0,0,1,1,0,0,[9448.]
c:25380,c:61933,47000000,0,0,0,0,0,0,1,0,0,0,[9451.]
c:26977,c:36656,200000000,0,0,0,0,0,0,1,0,1,0,[9462.]
c:479,c:731,1000000000,0,0,0,0,0,0,1,1,0,0,[9465.]
c:283646,c:283645,280000000,0,0,0,0,0,0,1,0,0,0,[9467.]
c:28899,c:28898,11800000,0,0,0,0,0,0,1,0,0,0,[9469.]
c:4967,c:43832,23000000,0,0,0,0,0,0,1,1,0,0,[9472.]
c:5471,c:15033,24000000,0,0,1,0,0,0,0,0,0,0,[9473.]
c:2175,c:680,485000000,0,0,0,0,0,0,1,0,0,0,[9479.]
c:29306,c:29307,34670000,0,0,0,0,0,0,1,0,1,0,[9480.]
c:28,c:33915,2900000000,0,0,0,0,0,0,1,0,1,0,[9483.]
c:28285,c:39988,51500000,0,0,0,0,0,0,1,0,0,0,[9496.]
c:246335,c:258021,25000,0,0,0,0,0,0,1,1,0,0,[9498.]
c:246335,c:257992,1000,0,0,0,0,0,0,1,1,0,0,[9505.]
c:246335,c:257994,5000,0,0,0,0,0,0,1,1,0,0,[9506.]
c:246335,c:257993,1000,0,0,0,0,0,0,1,1,0,0,[9506.]
c:23339,c:20050,1000000000,0,0,0,0,0,0,1,1,0,0,[9520.]
c:2175,c:2821,85000000,0,0,0,1,0,0,0,0,0,0,[9522.]
c:26278,c:26277,8650000,0,0,0,0,0,0,1,0,0,0,[9529.]
c:246335,c:258059,1500,0,0,0,0,0,0,1,1,0,0,[9531.]
c:2602,c:13986,12000000,0,0,0,0,0,0,1,0,0,0,[9536.]
c:246335,c:258070,9000,0,0,0,0,0,0,1,1,0,0,[9569.]
c:35243,c:39890,15000000,0,0,0,1,0,0,0,0,0,0,[9584.]
c:246335,c:258017,12000,0,0,0,0,0,0,1,1,0,0,[9587.]
c:1654,c:15070,30000000,0,0,0,0,0,0,1,1,0,0,[9587.]
c:11,c:667,700000000,0,0,0,0,0,0,1,1,0,0,[9589.]
c:246335,c:257983,5000,0,0,0,0,0,0,1,1,0,0,[9591.]
c:3320,c:26451,53000000,0,0,0,0,0,0,1,0,0,0,[9595.]
c:4942,c:10241,3000000000,0,0,0,0,0,0,1,0,0,1,[9596.]
c:246335,c:257970,5000,0,0,0,0,0,0,1,1,0,0,[9617.]
c:5182,c:26617,280650000,0,0,0,0,0,0,1,0,0,0,[9617.]
c:323,c:16734,3100000000,0,0,0,0,0,0,1,0,0,1,[9620.]
c:851,c:1007,15000000,0,0,0,0,0,0,1,1,0,0,[9624.]
c:28,c:22715,99000000,0,0,0,0,0,0,1,0,1,0,[9636.]
c:34650,c:31777,66000000,0,0,0,0,0,0,1,1,0,0,[9640.]
c:246335,c:258036,12000,0,0,0,0,0,0,1,1,0,0,[9641.]
c:3320,c:6507,123000000,0,0,0,0,0,0,1,0,0,0,[9648.]
c:12185,c:78268,135000000,0,0,0,0,0,0,1,1,0,0,[9648.]
c:2537,c:21473,170000000,0,0,0,0,0,0,1,1,0,0,[9649.]
c:246335,c:257980,12000,0,0,0,0,0,0,1,1,0,0,[9653.]
c:5229,c:49412,200000000,0,0,0,0,0,0,1,0,0,0,[9655.]
c:28285,c:51215,15200000,0,0,0,0,0,0,1,0,0,0,[9678.]
c:26919,c:32525,400000,0,0,0,0,0,0,1,0,0,0,[9694.]
c:246335,c:258015,2500,0,0,0,0,0,0,1,1,0,0,[9699.]
c:23489,c:1437,25000000,0,0,0,0,0,0,1,0,0,0,[9708.]
c:25627,c:28501,480400000,0,0,0,0,0,0,1,0,0,0,[9708.]
c:28208,c:28207,43970000,0,0,0,0,0,0,1,0,0,0,[9709.]
c:246335,c:258000,5000,0,0,0,0,0,0,1,1,0,0,[9732.]
c:28,c:7632,80000000,0,0,0,0,0,0,1,0,0,0,[9734.]
